text,label,label_text,bvid,time
伊朗菲尔兹奖,1,neutral,BV1gXPjzdEMg,228.158
아파트 아파트 아파트,1,neutral,BV1tbq3YVErZ,24.943
We're no strangers to love,1,neutral,BV1GJ411x7h7,17.955
《【魔女之旅】第二季制作决定》,2,positive,BV1GJ411x7h7,0.0
这律动超强,2,positive,BV1tbq3YVErZ,66.0
我报赣南师大,1,neutral,BV1ih41147Z6,2.48
波司登羽绒服,1,neutral,BV1gXPjzdEMg,18.662
这树好看,2,positive,BV11VA6z2Eaj,157.933
前几天，无了,1,neutral,BV1gXPjzdEMg,97.958
既然受到制裁，为什么国家能很富？,1,neutral,BV1gXPjzdEMg,285.715
我爸刚弄死他,1,neutral,BV1ih41147Z6,78.261
泫雅，司马一的挚爱！！！,2,positive,BV1ih41147Z6,136.72
没有终结者吗,1,neutral,BV1MswJzREbd,525.593
摇头神曲,2,positive,BV1tbq3YVErZ,8.931
马辣指的是马场这个地方产的辣椒,1,neutral,BV1PiQZBvEbV,57.734
干杯啊,2,positive,BV1tbq3YVErZ,70.568
我报赣南师大,1,neutral,BV1ih41147Z6,6.565
《你  被  骗  了》,1,neutral,BV1GJ411x7h7,3.54
莱德尔,1,neutral,BV1tbq3YVErZ,9.911
《活在裆下》,1,neutral,BV1ih41147Z6,119.362
马上就只有军政府一个声音了,1,neutral,BV1gXPjzdEMg,157.968
你被骗了,1,neutral,BV1GJ411x7h7,5.148
出口在哪，停不下来了，救命,2,positive,BV1tbq3YVErZ,17.005
要是休息去赏雨也是一种宁静,2,positive,BV11VA6z2Eaj,44.086
耶耶耶居然匹配到火星哥了,2,positive,BV1tbq3YVErZ,10.78
我被骗了！,0,negative,BV1GJ411x7h7,11.438
最高领袖已经嘎了,1,neutral,BV1gXPjzdEMg,102.268
问号,1,neutral,BV1GJ411x7h7,11.229
树先生也可以的,2,positive,BV1MswJzREbd,213.969
阿罷之阿罷之罷掉葉元之,1,neutral,BV1tbq3YVErZ,142.52
二倍速直接变成藤蔓妹妹,2,positive,BV1tbq3YVErZ,57.895
？？？？？江南,1,neutral,BV1gXPjzdEMg,47.971
希望你能拥有114514个赞（喜）,2,positive,BV1GJ411x7h7,7.3
我爸刚弄死他！！！！！,1,neutral,BV1ih41147Z6,68.529
猛 回 头,2,positive,BV1GJ411x7h7,107.089
是不是还有牛辣的,1,neutral,BV1PiQZBvEbV,51.651
我报赣南师大,1,neutral,BV1ih41147Z6,9.569
全世界APT 아파트 アッパツ 284等,1,neutral,BV1tbq3YVErZ,96.832
阿巴阿巴阿巴  阿巴阿巴阿巴,1,neutral,BV1tbq3YVErZ,46.935
我报赣南师大,1,neutral,BV1ih41147Z6,3.897
我爸刚弄死他,1,neutral,BV1ih41147Z6,6.02
我爸刚弄死他,1,neutral,BV1ih41147Z6,67.053
atp,1,neutral,BV1tbq3YVErZ,72.012
太有那味了,2,positive,BV1gXPjzdEMg,291.396
我报赣南师大,1,neutral,BV1ih41147Z6,4.954
波斯美女世界有名,2,positive,BV1gXPjzdEMg,277.678
我报赣南师大,1,neutral,BV1ih41147Z6,9.674
G T A 5 有 手 机 版 了,1,neutral,BV1GJ411x7h7,12.164
这个视频以前发过吧,1,neutral,BV1gXPjzdEMg,102.235
留下你的名字,1,neutral,BV1GJ411x7h7,120.814
阿富汗：？我？江南？,1,neutral,BV1gXPjzdEMg,48.139
懂了,1,neutral,BV1gXPjzdEMg,211.944
美国闲的没事干,1,neutral,BV1gXPjzdEMg,51.796
晚安，玛卡巴卡,1,neutral,BV1tbq3YVErZ,43.8
We're no strangers to love,1,neutral,BV1GJ411x7h7,19.574
自带混响啊。,2,positive,BV1GJ411x7h7,28.438
这是我见过最多点赞的弹幕,2,positive,BV1GJ411x7h7,2.381
我爱的龙猫,2,positive,BV1MswJzREbd,273.984
我报赣南师大,1,neutral,BV1ih41147Z6,0.825
你被骗了,1,neutral,BV1GJ411x7h7,13.832
弹幕还能评论啊,1,neutral,BV1GJ411x7h7,5.525
喜羊羊与灰太狼114514期预告片流出,1,neutral,BV1GJ411x7h7,0.0
泡菜～泡菜～I am 漫威～～,2,positive,BV1tbq3YVErZ,105.769
陷  阱  音  乐,1,neutral,BV1GJ411x7h7,9.476
ios19宣传片,1,neutral,BV1GJ411x7h7,158.054
栩栩如生,2,positive,BV1gXPjzdEMg,92.831
劲爆几何题,2,positive,BV1GJ411x7h7,96.845
最高领袖=实权国王，总统=首相,1,neutral,BV1gXPjzdEMg,84.809
泡菜～泡菜～,2,positive,BV1tbq3YVErZ,103.087
我买的专辑到了哈哈,2,positive,BV1tbq3YVErZ,35.168
幻 影 忍 者 前 情 提 要,1,neutral,BV1GJ411x7h7,44.832
这样的民族可不能灭,1,neutral,BV1rfwXz6Eih,161.046
喵喵喵喵喵,1,neutral,BV1tbq3YVErZ,124.199
APT,1,neutral,BV1tbq3YVErZ,15.5
我报赣南师大,1,neutral,BV1ih41147Z6,16.228
左边在铁山靠（doge）,1,neutral,BV1ih41147Z6,75.357
文物要上交国家,1,neutral,BV1GJ411x7h7,0.591
自春秋至今皆有官言,1,neutral,BV1gXPjzdEMg,76.86
杀人啦,0,negative,BV11VA6z2Eaj,83.529
烟雨江南吗？,1,neutral,BV11VA6z2Eaj,20.389
披文以入情，沿波讨源，虽幽必显。,1,neutral,BV1MswJzREbd,412.248
鸭脖子 俺不吃 俺不吃鸭脖子,1,neutral,BV1tbq3YVErZ,99.052
波斯明教,1,neutral,BV1gXPjzdEMg,20.02
后退后退,1,neutral,BV1tbq3YVErZ,107.253
一个神棍  死了 急死了,1,neutral,BV1gXPjzdEMg,21.302
这雨太大了，难怪苏杭人说潮,1,neutral,BV11VA6z2Eaj,136.13
阿拉伯数字,1,neutral,BV1gXPjzdEMg,23.389
她会爱你的,2,positive,BV1GJ411x7h7,44.736
smoke?,1,neutral,BV1tbq3YVErZ,66.901
既然受到制裁，为什么国家能很富？,1,neutral,BV1gXPjzdEMg,285.715
上                    当                    了,0,negative,BV1GJ411x7h7,0.0
学会了倒着走路的鸟叔,1,neutral,BV1ih41147Z6,73.342
这不就是说话不算数吗,0,negative,BV1gXPjzdEMg,110.529
闷闷的，黏黏的,1,neutral,BV11VA6z2Eaj,11.86
一亿预订,2,positive,BV1GJ411x7h7,5.139
这里是哪里,1,neutral,BV11VA6z2Eaj,120.344
我报赣南师大,1,neutral,BV1ih41147Z6,5.393
封建主义,1,neutral,BV1gXPjzdEMg,81.6
害，2024了,1,neutral,BV1DT4y1N7Bk,83.296
阿富汗：？我？江南？,1,neutral,BV1gXPjzdEMg,48.139
如听仙乐耳暂明,2,positive,BV1tbq3YVErZ,71.924
건배  カンパイ,1,neutral,BV1tbq3YVErZ,67.886
《C S 3 实 机 演 示》,1,neutral,BV1GJ411x7h7,2.692
那就是不算数啊,1,neutral,BV1gXPjzdEMg,113.896
经理人,1,neutral,BV1gXPjzdEMg,114.153
pcl骗过来的,1,neutral,BV1GJ411x7h7,9.625
江南没这么穷,1,neutral,BV1gXPjzdEMg,47.725
我报赣南师大,1,neutral,BV1ih41147Z6,2.124
字幕君,2,positive,BV1GJ411x7h7,39.23
政教合一的国家不会多好,1,neutral,BV1gXPjzdEMg,119.568
伊朗大学女性很多,1,neutral,BV1gXPjzdEMg,266.447
关键长湿疹衣服干不了,1,neutral,BV11VA6z2Eaj,44.96
巴巴博一,1,neutral,BV1GJ411x7h7,70.12
紧跟时事,1,neutral,BV1gXPjzdEMg,1.102
去过几次，真的不错,2,positive,BV11VA6z2Eaj,7.3
江南没这么穷,1,neutral,BV1gXPjzdEMg,47.725
爷  自  愿  的,1,neutral,BV1GJ411x7h7,31.054
他们根本不听,1,neutral,BV1gXPjzdEMg,102.568
kksk！,2,positive,BV1tbq3YVErZ,169.776
二元制,1,neutral,BV1gXPjzdEMg,83.101
不都是“蚯蚓干”文字吗？,1,neutral,BV1gXPjzdEMg,61.184
江南是土耳其,1,neutral,BV1gXPjzdEMg,59.807
鼠族动画电影预告,1,neutral,BV1GJ411x7h7,79.08
APT,1,neutral,BV1tbq3YVErZ,12.05
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊,1,neutral,BV1tbq3YVErZ,0.059
一句话惹怒伊朗人,1,neutral,BV1gXPjzdEMg,12.863
很好，适合我,2,positive,BV1dSwJzqELE,163.085
赵本山,1,neutral,BV1tbq3YVErZ,43.079
发过一遍了把,1,neutral,BV1gXPjzdEMg,249.106
我爸刚弄死他,1,neutral,BV1ih41147Z6,64.832
我报赣南师大,1,neutral,BV1ih41147Z6,1.613
这个去安顺更好吃,1,neutral,BV1PiQZBvEbV,387.88
我一定要学会唱全部,2,positive,BV1ih41147Z6,80.697
政教合一是没救的,1,neutral,BV1gXPjzdEMg,77.765
只是位置比喻，不是真的江南,1,neutral,BV1gXPjzdEMg,47.468
啊不是啊不是啊不是啊不是啊不是,1,neutral,BV1tbq3YVErZ,7.723
磕了,2,positive,BV1tbq3YVErZ,68.532
真的很快乐,2,positive,BV1tbq3YVErZ,109.673
思想还是传统的好，时间证明,1,neutral,BV1gXPjzdEMg,237.375
那头是骨折了吗？,1,neutral,BV1tbq3YVErZ,15.54
去你的吧这种比方可打不得,0,negative,BV1gXPjzdEMg,56.075
我怎么记得以前看过？,1,neutral,BV1gXPjzdEMg,16.964
不都是“蚯蚓干”文字吗？,1,neutral,BV1gXPjzdEMg,61.184
我爸刚弄死他,1,neutral,BV1ih41147Z6,79.86
笑的好像甜圈圈啊,2,positive,BV1MswJzREbd,4.959
省流，没什么东西可以撤了。,1,neutral,BV1gXPjzdEMg,0.988
将军严选,1,neutral,BV1tbq3YVErZ,1.676
《旺旺雪饼》,1,neutral,BV1ih41147Z6,37.365
高原山地占主,1,neutral,BV1gXPjzdEMg,2.5
伊朗在1935年才改波斯为伊朗,1,neutral,BV1gXPjzdEMg,12.868
现在也没有,1,neutral,BV1gXPjzdEMg,183.159
这不是梅雨是夏季的暴雨,1,neutral,BV11VA6z2Eaj,71.327
你们北方的雨真大,1,neutral,BV11VA6z2Eaj,54.801
我爸刚弄死他,1,neutral,BV1ih41147Z6,63.619
感觉逻辑不对啊,1,neutral,BV1gXPjzdEMg,289.353
哈？阿富汗这么富？,1,neutral,BV1gXPjzdEMg,43.024
灰色是啥玩意,1,neutral,BV1gXPjzdEMg,56.938
有些人不喜欢也要来听真是笑的,0,negative,BV1tbq3YVErZ,39.04
我报赣南师大,1,neutral,BV1ih41147Z6,17.736
能让你说辣，那确实辣,1,neutral,BV1PiQZBvEbV,336.514
What’s up what’s up what’s up,1,neutral,BV1tbq3YVErZ,53.179
B站经典一播放24个赞,1,neutral,BV1gXPjzdEMg,0.0
明 知 故 看,1,neutral,BV1GJ411x7h7,0.0
最高领袖已经嘎了,1,neutral,BV1gXPjzdEMg,102.268
这两句话好像之前听过,1,neutral,BV1gXPjzdEMg,108.69
梅雨早了，这是春雨,1,neutral,BV11VA6z2Eaj,17.096
一阵强劲的音乐响起,1,neutral,BV1ih41147Z6,4.56
sudo apt updat的apt吗？,1,neutral,BV1tbq3YVErZ,26.9
钯金镧鐽铈锕镥钬银钙镓苯铀钾,1,neutral,BV1ih41147Z6,17.588
那中东国家 没意见了吧,1,neutral,BV1gXPjzdEMg,17.299
这个钢琴师把人哭惨了,2,positive,BV1MswJzREbd,177.959
我爸刚弄死他,1,neutral,BV1ih41147Z6,66.871
西塘,1,neutral,BV11VA6z2Eaj,79.339
小昭的老家,1,neutral,BV1gXPjzdEMg,31.532
乌镇,1,neutral,BV11VA6z2Eaj,42.248
我爸刚弄死他,1,neutral,BV1ih41147Z6,77.82
现在最典型的口水歌,1,neutral,BV1tbq3YVErZ,1.855
好嗨啊啊啊啊啊啊啊啊啊啊啊啊,2,positive,BV1tbq3YVErZ,127.76
酱牛肉虽迟但到,1,neutral,BV1PiQZBvEbV,168.075
保证江山不变色,1,neutral,BV1gXPjzdEMg,134.803
怎么好像讲过一次了,1,neutral,BV1gXPjzdEMg,53.657
年年考，年年错,1,neutral,BV1GJ411x7h7,15.263
你好,1,neutral,BV1tbq3YVErZ,135.316
还是原版周杰伦的好听,2,positive,BV11VA6z2Eaj,16.572
委内瑞拉 第一？,1,neutral,BV1gXPjzdEMg,270.569
政教合一的国家不会多好,1,neutral,BV1gXPjzdEMg,119.568
我报赣南师大,1,neutral,BV1ih41147Z6,6.879
黄色妖姬,1,neutral,BV1ih41147Z6,100.135
我爸刚弄死他,1,neutral,BV1ih41147Z6,64.328
我报赣南师大,1,neutral,BV1ih41147Z6,15.468
一句话惹怒伊朗人,1,neutral,BV1gXPjzdEMg,12.863
什么时候能遇到我的白素贞呢？,1,neutral,BV11VA6z2Eaj,30.808
疑似玩了第五人格后的你：,1,neutral,BV1tbq3YVErZ,119.281
好萌的两个人机,2,positive,BV1tbq3YVErZ,155.296
我报赣南师大,1,neutral,BV1ih41147Z6,5.907
可谁都不是自己人,1,neutral,BV1gXPjzdEMg,55.239
丢丢丢手帕一路丢,1,neutral,BV1gXPjzdEMg,46.612
阿富汗和我们接壤的,1,neutral,BV1gXPjzdEMg,70.041
可谁都不是自己人,1,neutral,BV1gXPjzdEMg,55.239
一个四川人的江南情节,1,neutral,BV11VA6z2Eaj,165.839
我爸刚弄死他,1,neutral,BV1ih41147Z6,62.578
活该啊,0,negative,BV1gXPjzdEMg,186.095
那就是不算数啊,1,neutral,BV1gXPjzdEMg,113.896
实在太好听了。,2,positive,BV1tbq3YVErZ,5.681
在这里住一天很惬意,2,positive,BV11VA6z2Eaj,166.965
哈哈哈哈哈哈哈哈哈哈哈哈哈哈,1,neutral,BV1GJ411x7h7,5.739
阿拉伯数字,1,neutral,BV1gXPjzdEMg,23.389
既然受到制裁，为什么国家能很富？,1,neutral,BV1gXPjzdEMg,285.715
美国身份不复杂么？,1,neutral,BV1gXPjzdEMg,9.767
马上破亿了，孩子们,2,positive,BV1GJ411x7h7,20.24
我爸刚弄死他,1,neutral,BV1ih41147Z6,61.856
啊~衣服晒不干了,0,negative,BV11VA6z2Eaj,33.959
直接垮掉,0,negative,BV11VA6z2Eaj,88.32
gta6,1,neutral,BV1GJ411x7h7,5.662
同感，觉得看过,1,neutral,BV1gXPjzdEMg,41.035
hhhhh   是这样的,2,positive,BV1PiQZBvEbV,35.027
春雨,1,neutral,BV11VA6z2Eaj,57.596
丢丢丢手帕一路丢,1,neutral,BV1gXPjzdEMg,46.612
她真漂亮,2,positive,BV1ih41147Z6,131.233
不开心就来看看这个视频,2,positive,BV1tbq3YVErZ,5.661
(⊙o⊙)…我看看就好了,1,neutral,BV11VA6z2Eaj,41.002
被翻译耽误的好片子,2,positive,BV1MswJzREbd,356.105
阿富汗和我们接壤的,1,neutral,BV1gXPjzdEMg,70.041
我爸刚弄死他,1,neutral,BV1ih41147Z6,63.398
阿巴斯,1,neutral,BV1rfwXz6Eih,67.803
我报赣南师大,1,neutral,BV1ih41147Z6,13.497
瞧他笑的多开心啊,2,positive,BV1GJ411x7h7,104.953
校运会歌曲,1,neutral,BV1tbq3YVErZ,158.246
我报赣南师大,1,neutral,BV1ih41147Z6,12.741
20一斤还差不多,0,negative,BV1PiQZBvEbV,91.212
三国志11里的合肥，谁在中谁就被冲,1,neutral,BV1gXPjzdEMg,156.696
巴巴博一,1,neutral,BV1GJ411x7h7,88.908
PCL2    你被骗了,1,neutral,BV1GJ411x7h7,0.342
是不是发过一次了,1,neutral,BV1gXPjzdEMg,45.55
是我做的,1,neutral,BV1MswJzREbd,212.778
波斯直聘,1,neutral,BV1gXPjzdEMg,21.374
元朝：伊朗丢了,1,neutral,BV1gXPjzdEMg,38.482
哦哦哦哦哦哦,1,neutral,BV1ih41147Z6,86.62
我报赣南师大,1,neutral,BV1ih41147Z6,11.504
烟雨江南,1,neutral,BV11VA6z2Eaj,23.569
那个小条上面有的还是自己加的。,1,neutral,BV1tbq3YVErZ,31.13
终末地公测,1,neutral,BV1GJ411x7h7,28.405
还有租新娘,1,neutral,BV1gXPjzdEMg,241.168
Smiled so hard I almost died,2,positive,BV1GJ411x7h7,5.359
这跟江南有关系？？？,1,neutral,BV1gXPjzdEMg,50.377
火遍大江南北,2,positive,BV1ih41147Z6,65.031
不请自来,1,neutral,BV1GJ411x7h7,19.768
你可拉倒吧，隔这胡乱编造事实,0,negative,BV1gXPjzdEMg,253.725
军事基地暂时没了,1,neutral,BV1gXPjzdEMg,197.439
可谁都不是自己人,1,neutral,BV1gXPjzdEMg,55.239
乌镇,1,neutral,BV11VA6z2Eaj,11.31
Rip,1,neutral,BV1MswJzREbd,6.303
委内瑞拉 第一？,1,neutral,BV1gXPjzdEMg,270.569
这不就是说话不算数吗,0,negative,BV1gXPjzdEMg,110.529
罗小黑第41集,1,neutral,BV1GJ411x7h7,0.724
嬉 皮 笑 脸,1,neutral,BV1GJ411x7h7,9.541
那就是不算数啊,1,neutral,BV1gXPjzdEMg,113.896
我报赣南师大,1,neutral,BV1ih41147Z6,5.868
非常好吃哒,2,positive,BV1PiQZBvEbV,600.721
这不是梅雨的雨，是八月份的台风,1,neutral,BV11VA6z2Eaj,11.008
我报赣南师大,1,neutral,BV1ih41147Z6,2.73
《ATP》,1,neutral,BV1tbq3YVErZ,57.091
红色警戒2实机演示,1,neutral,BV1GJ411x7h7,80.292
跳伞00:30,1,neutral,BV1tbq3YVErZ,32.179
我爸刚弄死他,1,neutral,BV1ih41147Z6,65.216
原谅本生物人看成了ATP,1,neutral,BV1tbq3YVErZ,0.691
太好了，是火星哥，我们有救了。,2,positive,BV1tbq3YVErZ,65.26
封建的制度必将灭亡,1,neutral,BV1gXPjzdEMg,115.303
两千年前就锁死的宗教,1,neutral,BV1gXPjzdEMg,133.783
apple not eat！,1,neutral,BV1DT4y1N7Bk,48.085
旧视频新发,1,neutral,BV1gXPjzdEMg,56.296
紧跟时事,1,neutral,BV1gXPjzdEMg,301.822
钡钨蒽锘，锎钨铍铱钠锝锘,1,neutral,BV1ih41147Z6,180.724
《还可以》,1,neutral,BV1gXPjzdEMg,162.891
我爸刚弄死他,1,neutral,BV1ih41147Z6,3.297
这是小裹卷,1,neutral,BV1PiQZBvEbV,425.109
看着真好看，但感觉一定又潮又冷,1,neutral,BV11VA6z2Eaj,61.88
因为年级大的活不了多久,1,neutral,BV1gXPjzdEMg,241.801
没人呢？,1,neutral,BV1PiQZBvEbV,20.62
彪 马 野 郎 动 画 化 了,2,positive,BV1GJ411x7h7,0.0
霸占无人区,1,neutral,BV1tbq3YVErZ,162.026
ATP=ADP+Pi,1,neutral,BV1tbq3YVErZ,14.911
一阵较劲的音乐响起,1,neutral,BV1ih41147Z6,0.761
老演员了,1,neutral,BV1PiQZBvEbV,167.592
Never gonna run around and desert you,1,neutral,BV1GJ411x7h7,106.836
pcl2来的,1,neutral,BV1GJ411x7h7,2.453
小马宝莉G4续作来了,2,positive,BV1GJ411x7h7,56.099
一会你就发现赞早了,1,neutral,BV1gXPjzdEMg,291.396
亚当夏娃被黑的最惨的一次。,1,neutral,BV1DT4y1N7Bk,12.456
当时去也在花果园附近住的,1,neutral,BV1PiQZBvEbV,310.122
a pa teu a pa teu~~~,1,neutral,BV1tbq3YVErZ,141.896
自春秋至今皆有官言,1,neutral,BV1gXPjzdEMg,76.86
在常州你就知道有多烦吗,0,negative,BV11VA6z2Eaj,60.311
This again this again this is ak ak AK,1,neutral,BV1tbq3YVErZ,37.592
一会你就发现赞早了,1,neutral,BV1gXPjzdEMg,291.396
这部电影真的很好，是长久的绝望,2,positive,BV1rfwXz6Eih,190.088
APT,1,neutral,BV1tbq3YVErZ,15.44
有了解过,1,neutral,BV1Ey4y1874y,92.415
两次带路党是同一拨人,1,neutral,BV1gXPjzdEMg,122.303
我报赣南师大,1,neutral,BV1ih41147Z6,14.517
雨下一整晚更合适,1,neutral,BV11VA6z2Eaj,70.286
s t e a m 所 有 游 戏 限 时 免 费,1,neutral,BV1GJ411x7h7,103.339
自春秋至今皆有官言,1,neutral,BV1gXPjzdEMg,76.86
丢丢丢手帕一路丢,1,neutral,BV1gXPjzdEMg,46.612
哈？阿富汗这么富？,1,neutral,BV1gXPjzdEMg,43.024
my favorite movie,2,positive,BV1MswJzREbd,72.411
喜羊羊与灰太狼大电影,1,neutral,BV1GJ411x7h7,48.365
烘干机解决一切,1,neutral,BV11VA6z2Eaj,62.125
两个人都好可爱哈哈哈,2,positive,BV1tbq3YVErZ,80.46
我爸刚弄死他,1,neutral,BV1ih41147Z6,78.707
波斯明教,1,neutral,BV1gXPjzdEMg,20.02
国家也不富,1,neutral,BV1gXPjzdEMg,293.95
就是谁都不服谁之大戏班子,1,neutral,BV1gXPjzdEMg,82.346
被西方洗脑了,1,neutral,BV1gXPjzdEMg,264.784
马家桥辣椒面简称马辣,1,neutral,BV1PiQZBvEbV,66.677
哈哈哈,2,positive,BV1tbq3YVErZ,46.186
家人们这个前奏是真的好听,2,positive,BV1ih41147Z6,1.139
要发霉了要发霉了,1,neutral,BV11VA6z2Eaj,29.468
伊朗菲尔兹奖,1,neutral,BV1gXPjzdEMg,228.158
我也喜欢下雨,2,positive,BV11VA6z2Eaj,74.711
被炸死了,1,neutral,BV1gXPjzdEMg,98.376
我也记得发过,1,neutral,BV1gXPjzdEMg,46.865
说的好像以色列不信伊斯兰教似的,1,neutral,BV1gXPjzdEMg,1.308
这不就是说话不算数吗,1,neutral,BV1gXPjzdEMg,110.529
委内瑞拉？,1,neutral,BV1gXPjzdEMg,267.025
I s a a c ：救 世 点 击 免 费 领 取,1,neutral,BV1GJ411x7h7,197.521
我报赣南师大,1,neutral,BV1ih41147Z6,8.234
我报赣南师大,1,neutral,BV1ih41147Z6,3.755
榜  一  老  八  解  读  新  秒  具,1,neutral,BV1GJ411x7h7,4.185
函授200 770，阿布加不起，我太喜欢了,2,positive,BV1tbq3YVErZ,38.452
愿伊朗人民远离战火,1,neutral,BV1rfwXz6Eih,179.302
Hold on,1,neutral,BV1tbq3YVErZ,104.374
锇钯汞钠锶鐽～,1,neutral,BV1ih41147Z6,67.148
不都是“蚯蚓干”文字吗？,1,neutral,BV1gXPjzdEMg,61.184
《游戏人生》出第6部了,2,positive,BV1GJ411x7h7,203.289
我报赣南师大,1,neutral,BV1ih41147Z6,26.329
意义明确的特写,1,neutral,BV1ih41147Z6,94.192
这一块有双声道,1,neutral,BV1tbq3YVErZ,107.185
pcl2,1,neutral,BV1GJ411x7h7,31.819
破亿预定,2,positive,BV1GJ411x7h7,20.471
封建皇帝和宰相,1,neutral,BV1gXPjzdEMg,91.205
这个位置其实也只是平衡点,1,neutral,BV1gXPjzdEMg,97.437
适合隔着屏幕欣赏,1,neutral,BV11VA6z2Eaj,21.02
你在干什么!!!!!!!!!!!!!(牢冰口音),0,negative,BV1GJ411x7h7,115.485
黑人小哥：我也要跳吗,1,neutral,BV1GJ411x7h7,52.87
湿的一批,1,neutral,BV11VA6z2Eaj,29.76
这视频是重新发的？,1,neutral,BV1gXPjzdEMg,39.011
求一个没看过的眼睛,1,neutral,BV1DT4y1N7Bk,195.383
我报赣南师大,1,neutral,BV1ih41147Z6,2.998
我报赣南师大,1,neutral,BV1ih41147Z6,3.252
女儿的声音真好听,2,positive,BV1PiQZBvEbV,117.688
如果这个天你还得起来上班呢。,0,negative,BV11VA6z2Eaj,57.683
341APT蜘蛛,1,neutral,BV1tbq3YVErZ,63.335
欠将军恩情了,1,neutral,BV1tbq3YVErZ,1.845
你被骗了,1,neutral,BV1GJ411x7h7,17.369
亲美派没有军权 你想多了,1,neutral,BV1gXPjzdEMg,158.144
从PCL 2百宝箱来的,1,neutral,BV1GJ411x7h7,1.142
这个文案好像之前刷到过,1,neutral,BV1gXPjzdEMg,39.4
快一亿播放了,2,positive,BV1GJ411x7h7,8.193
Which emoji,1,neutral,BV1tbq3YVErZ,64.8
放学了看晚上看早上看。,1,neutral,BV1tbq3YVErZ,94.14
我报赣南师大,1,neutral,BV1ih41147Z6,11.229
离着我们很近,1,neutral,BV1gXPjzdEMg,10.293
自春秋至今皆有官言,1,neutral,BV1gXPjzdEMg,76.86
아파트  아파트  아파트,1,neutral,BV1tbq3YVErZ,46.72
肉肉！,2,positive,BV1tbq3YVErZ,68.992
黑云翻墨未遮山，白雨跳珠乱入船,1,neutral,BV11VA6z2Eaj,10.108
《腺苷三磷酸》,1,neutral,BV1tbq3YVErZ,0.0
豪庭,1,neutral,BV1tbq3YVErZ,149.717
我报赣南师大,1,neutral,BV1ih41147Z6,8.824
不然怎么样,1,neutral,BV1gXPjzdEMg,224.882
苹果发布iphone折叠屏,1,neutral,BV1GJ411x7h7,45.663
我爸刚弄死他,1,neutral,BV1ih41147Z6,62.604
火星哥,1,neutral,BV1tbq3YVErZ,79.641
政教合一,1,neutral,BV1gXPjzdEMg,82.969
初见端倪,1,neutral,BV1tbq3YVErZ,10.862
肉宝宝好可爱,2,positive,BV1tbq3YVErZ,27.027
我报赣南师大,1,neutral,BV1ih41147Z6,9.961
这些文化可带来不了一点凝聚力啊,1,neutral,BV1gXPjzdEMg,243.673
热乎,2,positive,BV1gXPjzdEMg,2.169
我爸刚弄死他,1,neutral,BV1ih41147Z6,64.376
我爸刚弄死他,1,neutral,BV1ih41147Z6,71.451
好大的雨，要穿雨鞋了,1,neutral,BV11VA6z2Eaj,143.008
我报赣南师大,1,neutral,BV1ih41147Z6,6.979
AI绝对是AI,1,neutral,BV11VA6z2Eaj,11.97
他不是没了吗,1,neutral,BV1gXPjzdEMg,105.799
这个真的感人，最喜欢的星爷电影,2,positive,BV1MswJzREbd,148.218
B站经典一播放24个赞,1,neutral,BV1gXPjzdEMg,0.0
省流，没什么东西可以撤了。,1,neutral,BV1gXPjzdEMg,0.988
央视都说是五分之一的油,1,neutral,BV1gXPjzdEMg,217.0
没错，你又双叒叕被骗了,0,negative,BV1GJ411x7h7,4.06
好像回到古代了,1,neutral,BV11VA6z2Eaj,21.8
啊啊啊啊啊啊啊啊啊啊啊,1,neutral,BV1tbq3YVErZ,135.514
好喜欢,2,positive,BV11VA6z2Eaj,12.64
lao,1,neutral,BV1PiQZBvEbV,44.153
靠着中东就不可能省心,1,neutral,BV1gXPjzdEMg,157.203
舅舅带外甥女蹦迪,1,neutral,BV1tbq3YVErZ,137.641
1.25倍速新世界,1,neutral,BV1ih41147Z6,20.326
百看不厌,2,positive,BV11VA6z2Eaj,167.995
地理位置，不是经济能力,1,neutral,BV1gXPjzdEMg,67.531
洗~~刷刷洗刷刷,1,neutral,BV1tbq3YVErZ,8.37
波司登羽绒服,1,neutral,BV1gXPjzdEMg,18.662
“世界聚焦于你”,2,positive,BV1gXPjzdEMg,210.155
这也太少了,0,negative,BV1PiQZBvEbV,554.723
风湿重,1,neutral,BV11VA6z2Eaj,18.78
鼓点跟tingting一样是,1,neutral,BV1tbq3YVErZ,102.84
我爸刚弄死他,1,neutral,BV1ih41147Z6,78.096
怎么感觉发过呢,1,neutral,BV1gXPjzdEMg,37.365
我报赣南师大,1,neutral,BV1ih41147Z6,14.432
我的世界100万钻石免费领,1,neutral,BV1GJ411x7h7,143.417
左右两边要绷不住了,2,positive,BV1ih41147Z6,39.349
哈哈哈,2,positive,BV1gXPjzdEMg,40.282
苹果，三星都去世，世界只剩小米,1,neutral,BV1GJ411x7h7,139.192
这视频是重新发的？,1,neutral,BV1gXPjzdEMg,39.011
我去什么情况,1,neutral,BV1DT4y1N7Bk,27.758
圣火已经熄灭,1,neutral,BV1gXPjzdEMg,27.462
我报赣南师大,1,neutral,BV1ih41147Z6,0.467
好米,2,positive,BV1tbq3YVErZ,40.314
羊   村   守   护   者   4   全   集,1,neutral,BV1GJ411x7h7,37.9
看植物大战僵尸进来的,1,neutral,BV1GJ411x7h7,25.619
凌晨还在的六个人出来,1,neutral,BV1tbq3YVErZ,10.612
